key,ideaA,ideaB,humanRelatedness,humanGenerality
"('afterlife', 'naturallawtradition')",natural law tradition,afterlife,3,0
"('afterlife', 'identityovertime')",identity over time,afterlife,4,0
"('prophecy', 'revelation')",prophecy,revelation,4,0
"('argumentsfortheexistenceofgod', 'existenceofgod')",arguments for the existence of god,existence of god,4,0
"('existenceofgod', 'problemofevil')",problem of evil,existence of god,3,0
"('existenceofgod', 'ontologicalargument')",ontological argument,existence of god,4,0
"('cosmologicalargumentsfortheexistenceofgod', 'existenceofgod')",cosmological arguments for the existence of god,existence of god,4,0
"('cosmologicalargument', 'existenceofgod')",cosmological argument,existence of god,4,0
"('aestheticsandphilosophyofart', 'philosophyofart')",philosophy of art,aesthetics and philosophy of art,4,0
"('aestheticsandphilosophyofart', 'deweysaesthetics')",dewey's aesthetics,aesthetics and philosophy of art,2,0
"('aestheticsandphilosophyofart', 'conceptualart')",conceptual art,aesthetics and philosophy of art,2,3
"('aestheticsandphilosophyofart', 'feministaesthetics')",feminist aesthetics,aesthetics and philosophy of art,3,0
"('18thcenturygermanaesthetics', 'aestheticsandphilosophyofart')",18th century german aesthetics,aesthetics and philosophy of art,3,0
"('aestheticsandphilosophyofart', 'goodmansaesthetics')",goodman's aesthetics,aesthetics and philosophy of art,2,0
"('aestheticsandphilosophyofart', 'artifact')",artifact,aesthetics and philosophy of art,1,3
"('aestheticsandphilosophyofart', 'beardsleysaesthetics')",beardsley's aesthetics,aesthetics and philosophy of art,2,0
"('aestheticsandphilosophyofart', 'artificialintelligence')",artificial intelligence,aesthetics and philosophy of art,0,-1
"('aestheticsandphilosophyofart', 'philosophyofnature')",philosophy of nature,aesthetics and philosophy of art,1,2
"('aestheticsandphilosophyofart', 'environmentalaesthetics')",environmental aesthetics,aesthetics and philosophy of art,3,0
"('aestheticsandphilosophyofart', 'philosophyoffilm')",philosophy of film,aesthetics and philosophy of art,3,0
"('aestheticsandphilosophyofart', 'artisticrepresentation')",artistic representation,aesthetics and philosophy of art,2,3
"('aesthetics', 'aestheticsandphilosophyofart')",aesthetics,aesthetics and philosophy of art,4,0
"('aestheticexperience', 'aestheticsandphilosophyofart')",aesthetic experience,aesthetics and philosophy of art,2,3
"('aestheticsandphilosophyofart', 'humesaesthetics')",hume's aesthetics,aesthetics and philosophy of art,2,0
"('aestheticsandphilosophyofart', 'painting')",painting,aesthetics and philosophy of art,2,3
"('aestheticsandphilosophyofart', 'argument')",argument,aesthetics and philosophy of art,1,1
"('aestheticsandphilosophyofart', 'beauty')",beauty,aesthetics and philosophy of art,3,3
"('aestheticsandphilosophyofart', 'artisticstyle')",artistic style,aesthetics and philosophy of art,2,3
"('aestheticsandphilosophyofart', 'philosophiesoftheparticularsciences')",philosophies of the particular sciences,aesthetics and philosophy of art,1,2
"('aestheticsandphilosophyofart', 'philosophyofpsychology')",philosophy of psychology,aesthetics and philosophy of art,2,2
"('aestheticsandphilosophyofart', 'philosophyofscience')",philosophy of science,aesthetics and philosophy of art,1,2
"('aestheticsandphilosophyofart', 'platoonrhetoricandpoetry')",plato on rhetoric and poetry,aesthetics and philosophy of art,2,0
"('aestheticsandphilosophyofart', 'philosophyofmathematics')",philosophy of mathematics,aesthetics and philosophy of art,1,2
"('aestheticsandphilosophyofart', 'psychiatry')",psychiatry,aesthetics and philosophy of art,0,-1
"('aestheticsandphilosophyofart', 'matter')",matter,aesthetics and philosophy of art,0,-1
"('aestheticsandphilosophyofart', 'semantics')",semantics,aesthetics and philosophy of art,2,3
"('aestheticsandphilosophyofart', 'meaning')",meaning,aesthetics and philosophy of art,2,3
"('aestheticsandphilosophyofart', 'artisticvalue')",artistic value,aesthetics and philosophy of art,3,3
"('aestheticsandphilosophyofart', 'philosophyofphysics')",philosophy of physics,aesthetics and philosophy of art,0,-1
"('aestheticsandphilosophyofart', 'wittgensteinsaesthetics')",wittgenstein's aesthetics,aesthetics and philosophy of art,2,0
"('aestheticsandphilosophyofart', 'time')",time,aesthetics and philosophy of art,1,3
"('aestheticsandphilosophyofart', 'philosophyofmind')",philosophy of mind,aesthetics and philosophy of art,2,2
"('aestheticsandphilosophyofart', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,aesthetics and philosophy of art,1,2
"('aestheticsandphilosophyofart', 'phenomenologicalapproachestoethicsandinformationtechnology')",phenomenological approaches to ethics and information technology,aesthetics and philosophy of art,2,0
"('aestheticsandphilosophyofart', 'japaneseaesthetics')",japanese aesthetics,aesthetics and philosophy of art,2,0
"('aestheticsandphilosophyofart', 'film')",film,aesthetics and philosophy of art,2,3
"('aestheticsandphilosophyofart', 'logicandlanguage')",logic and language,aesthetics and philosophy of art,1,1
"('aestheticsandphilosophyofart', 'functionandteleology')",function and teleology,aesthetics and philosophy of art,1,3
"('aestheticsandphilosophyofart', 'depiction')",depiction,aesthetics and philosophy of art,2,3
"('aestheticsandphilosophyofart', 'teleologicalargumentsforgodsexistence')",teleological arguments for god's existence,aesthetics and philosophy of art,0,-1
"('aestheticsandphilosophyofart', 'motionandtime')",motion and time,aesthetics and philosophy of art,1,3
"('aestheticsandphilosophyofart', 'interpretation')",interpretation,aesthetics and philosophy of art,3,2
"('aestheticsandphilosophyofart', 'escapism')",escapism,aesthetics and philosophy of art,2,3
"('aestheticsandphilosophyofart', 'reference')",reference,aesthetics and philosophy of art,1,3
"('aestheticsandphilosophyofart', 'philosophyofperception')",philosophy of perception,aesthetics and philosophy of art,3,2
"('aestheticsandphilosophyofart', 'mind')",mind,aesthetics and philosophy of art,2,3
"('aestheticsandphilosophyofart', 'realismandantirealism')",realism and anti-realism,aesthetics and philosophy of art,2,2
"('aestheticsandphilosophyofart', 'realismandantirealism')",realism and anti-realism,aesthetics and philosophy of art,2,2
"('aestheticsandphilosophyofart', 'confirmationandinduction')",confirmation and induction,aesthetics and philosophy of art,0,-1
"('aestheticsandphilosophyofart', 'expressiontheoryofart')",expression theory of art,aesthetics and philosophy of art,2,0
"('aestheticsandphilosophyofart', 'ideas')",ideas,aesthetics and philosophy of art,1,3
"('chinesephilosophy', 'zenbuddhism')",zen buddhism,chinese philosophy,4,0
"('chinesephilosophy', 'taoistphilosophy')",taoist philosophy,chinese philosophy,4,0
"('chinesephilosophy', 'chineseroomargument')",chinese room argument,chinese philosophy,0,-1
"('realismandantirealism', 'semanticchallengestorealism')",semantic challenges to realism,realism and anti-realism,4,0
"('realismandantirealism', 'scientificrealism')",scientific realism,realism and anti-realism,3,0
"('antirealism', 'realismandantirealism')",anti-realism,realism and anti-realism,4,0
"('platonicrealism', 'realismandantirealism')",platonic realism,realism and anti-realism,4,0
"('constructivemathematics', 'philosophyofmathematics')",constructive mathematics,philosophy of mathematics,4,0
"('hilbertsprogram', 'philosophyofmathematics')",hilbert's program,philosophy of mathematics,4,0
"('indispensabilityargumentsinthephilosophyofmathematics', 'philosophyofmathematics')",indispensability arguments in the philosophy of mathematics,philosophy of mathematics,4,0
"('earlydevelopmentofsettheory', 'philosophyofmathematics')",early development of set theory,philosophy of mathematics,4,0
"('inconsistentmathematics', 'philosophyofmathematics')",inconsistent mathematics,philosophy of mathematics,4,0
"('catholicism', 'philosophyofreligion')",catholicism,philosophy of religion,4,0
"('philosophyofreligion', 'pietism')",pietism,philosophy of religion,3,0
"('hinduphilosophy', 'philosophyofreligion')",hindu philosophy,philosophy of religion,3,3
"('modernphilosophy', 'philosophyofreligion')",modern philosophy,philosophy of religion,1,-1
"('artificialintelligence', 'automatedreasoning')",automated reasoning,artificial intelligence,3,0
"('artificialintelligence', 'nonmonotoniclogic')",non-monotonic logic,artificial intelligence,3,0
"('artificialintelligence', 'logicandcomputation')",logic and computation,artificial intelligence,4,3
"('connectionism', 'trainingset')",training set,connectionism,3,0
"('arabicandislamicphilosophy', 'arabicphilosophy')",arabic philosophy,arabic and islamic philosophy,4,0
"('arabicandislamicphilosophy', 'islamicphilosophy')",islamic philosophy,arabic and islamic philosophy,4,0
"('arabicandislamicphilosophy', 'influenceofislamicthoughtonmaimonides')",influence of islamic thought on maimonides,arabic and islamic philosophy,4,0
"('arabicandislamicnaturalphilosophyandnaturalscience', 'arabicandislamicphilosophy')",arabic and islamic natural philosophy and natural science,arabic and islamic philosophy,4,0
"('arabicandislamicphilosophy', 'arabicandislamicpsychologyandphilosophyofmind')",arabic and islamic psychology and philosophy of mind,arabic and islamic philosophy,4,0
"('arabicandislamicphilosophy', 'judaicphilosophy')",judaic philosophy,arabic and islamic philosophy,3,3
"('arabicandislamicphilosophy', 'judaicphilosophy')",judaic philosophy,arabic and islamic philosophy,3,3
"('chineseethics', 'chinesephilosophy')",chinese ethics,chinese philosophy,4,0
"('africanandafricanamericanphilosophy', 'africanphilosophy')",african philosophy,african and african-american philosophy,4,0
"('africanandafricanamericanphilosophy', 'akanphilosophyoftheperson')",akan philosophy of the person,african and african-american philosophy,4,0
"('africanamericanphilosophy', 'africanandafricanamericanphilosophy')",african american philosophy,african and african-american philosophy,4,0
"('africanandafricanamericanphilosophy', 'humanrights')",human rights,african and african-american philosophy,3,0
"('africanandafricanamericanphilosophy', 'race')",race,african and african-american philosophy,3,3
"('liberalism', 'positiveandnegativeliberty')",positive and negative liberty,liberalism,4,0
"('liberalism', 'libertarianism')",libertarianism,liberalism,4,0
"('childrensrights', 'humanrights')",children's rights,human rights,4,0
"('grouprights', 'humanrights')",group rights,human rights,4,0
"('humanrights', 'jusinbello')",jus in bello,human rights,4,0
"('humanrights', 'rights')",rights,human rights,4,1
"('humanrights', 'internationaljustice')",international justice,human rights,4,3
"('humanrights', 'internationalethics')",international ethics,human rights,4,3
"('asylum', 'humanrights')",asylum,human rights,4,0
"('deonticlogic', 'mallysdeonticlogic')",mally's deontic logic,deontic logic,4,0
"('evolutionarygametheory', 'gametheory')",evolutionary game theory,game theory,4,0
"('gametheory', 'gametheoryandethics')",game theory and ethics,game theory,4,3
"('gametheory', 'optimalitytheoreticandgametheoreticapproachestoimplicature')",optimality-theoretic and game-theoretic approaches to implicature,game theory,3,3
"('decisiontheory', 'pascalswager')",pascal's wager,decision theory,3,3
"('causaldecisiontheory', 'decisiontheory')",causal decision theory,decision theory,4,0
"('decisiontheory', 'stpetersburgparadox')",st. petersburg paradox,decision theory,4,0
"('businessethics', 'ethics')",business ethics,ethics,4,0
"('appliedethics', 'ethics')",applied ethics,ethics,4,0
"('biomedicalethics', 'ethics')",biomedical ethics,ethics,4,0
"('ethics', 'ethicsofscience')",ethics of science,ethics,3,3
"('ethics', 'ethicsandart')",ethics and art,ethics,4,3
"('ethics', 'platosethicsandpoliticsintherepublic')",plato's ethics and politics in the republic,ethics,4,0
"('chineseethics', 'ethics')",chinese ethics,ethics,4,0
"('ethics', 'gametheoryandethics')",game theory and ethics,ethics,4,3
"('ethics', 'historyofethics')",history of ethics,ethics,4,0
"('influenceofislamicthoughtonmaimonides', 'judaicphilosophy')",influence of islamic thought on maimonides,judaic philosophy,4,0
"('judaicphilosophy', 'judaism')",judaism,judaic philosophy,4,0
"('gettierproblem', 'knowledge')",gettier problem,knowledge,4,0
"('interpretationandcoherenceinlegalreasoning', 'legalreasoning')",interpretation and coherence in legal reasoning,legal reasoning,4,0
"('legalreasoning', 'precedentandanalogyinlegalreasoning')",precedent and analogy in legal reasoning,legal reasoning,4,0
"('cosmology', 'methodologicaldebatesincosmologythe1930sand1940s')",methodological debates in cosmology the 1930s and 1940s,cosmology,4,0
"('cosmologicalargument', 'cosmology')",cosmological argument,cosmology,4,0
"('cosmology', 'cosmologyandtheology')",cosmology and theology,cosmology,4,3
"('hilbertsprogram', 'philosophyofmathematics')",hilbert's program,philosophy of mathematics,4,0
"('connectionistmodel', 'languagelearning')",connectionist model,language learning,4,3
"('booleanalgebra', 'mathematicsofbooleanalgebra')",mathematics of boolean algebra,boolean algebra,4,0
"('booleanalgebra', 'propositionalconsequencerelationsandalgebraiclogic')",propositional consequence relations and algebraic logic,boolean algebra,3,0
"('algebra', 'booleanalgebra')",algebra,boolean algebra,4,1
"('developmentofprooftheory', 'prooftheory')",development of proof theory,proof theory,4,0
